current_belt;gender;training_years;favourite;white_blue;blue_purple;purple_brown;brown_black;training_per_week;both_gi_nogi;gi_or_no_gi;training_time;travel;how_old_when_started;mobility_exercises;yoga;preferred_style;have_fav_athlete;leg_lock_friendly;gym_self_defense;membership;gym_curriculum;time_watching_bjj;do_watch_sport_bjj;num_gis;num_rashguards;num_shorts;bjj_apparel;money_for_gear;education;income;age;age_cat;race;nationality;country;instrutor_encourages_competition;competed;choke
black belt;Male; 8-10 years;it s humbling; 0-2 years; 2-4 years; 4-6 years; 6-8 years;3-4 times;Yes;Gi;Evening;Yes;'21-25';No;No;Pressure Passing;Yes;Yes;one of the focuses;$101-200;Yes;1 hour -2 hours;Yes;'7+';'3-4';'1-2';Yes;$600+;Bachelor's Degree;$100K+;31;30-35;White/Caucasian;Usa;USA;Yes;Yes;Yes
blue belt;Male; 4-6 years;rolling testing myself; 0-2 years; 0-2 years;no answer;no answer;1-2 times;Yes;No-gi;Evening;Yes;'11-15';Yes;No;Pressure Passing;Yes;Yes;one of the focuses;$ 51-100;Yes;1 hour -2 hours;Yes;'3-4';'1-2';'1-2';Yes;$ 51-100;High School/GED;$ 76K-100K;18;15-20;White/Caucasian;Brazilian;Brazil;Yes;Yes;No
purple belt;Male; 6-8 years;stress reliever; 0-2 years; 2-4 years;no answer;no answer;5-6 times;Yes;No-gi;Lunch;No;'16-20';Yes;Yes;Pressure Passing;Yes;Yes;one of the focuses;$ 51-100;No;1 hour -2 hours;Yes;'3-4';'3-4';'5-6';No;$101-200;Bachelor's Degree;$ 26K-50K;24;20-25;White/Caucasian;Canadian;Canada;Yes;Yes;No
purple belt;Male; 6-8 years;the game of sparring; 0-2 years; 0-2 years;no answer;no answer;1-2 times;No;Gi;Morning;No;'21-25';Yes;No;Pressure Passing;No;Yes;not a focus;$101-200;No;0-1 hour;No;'3-4';'1-2';'1-2';No;$201-300;Bachelor's Degree;$100K+;41;40-45;White/Caucasian;US;USA;Yes;Yes;No
blue belt;Male; 4-6 years;when you are able to see noticible results from your training; 0-2 years;no answer;no answer;no answer;3-4 times;Yes;No-gi;Evening;Yes;'16-20';Yes;Yes;Pressure Passing;Yes;Only at certain belt levels;not a focus;$ 51-100;Yes;0-1 hour;Yes;'1-2';'5-6';'5-6';No;$ 51-100;Associate's Degree;$ 26K-50K;22;20-25;White/Caucasian;Irish/German;Germany;Yes;Yes;No
blue belt;Male; 4-6 years;rolling; 2-4 years;no answer;no answer;no answer;1-2 times;No;Gi;Evening;Yes;'16-20';No;No;Closed guard;Yes;No;not a focus;$ 51-100;No;2 hours - 3 hours;Yes;'5-6';'1-2';'1-2';Yes;$ 51-100;Associate's Degree;$ 51k-75K;25;25-30;Asian/Pacific Islander;American;USA;No;Yes;Yes
white belt;Male; 0-2 years;rolling;no answer;no answer;no answer;no answer;1-2 times;Yes;Gi;Evening;No;'26-30';No;No;Closed guard;Yes;Only at certain belt levels;not a focus;$ 51-100;Yes;1 hour -2 hours;No;'3-4';'1-2';'1-2';Yes;$101-200;Other;$ 0-25K;33;30-35;White/Caucasian;Italian;Italy;Yes;No;Yes
white belt;Male; 0-2 years;pushing myself and learning as much as possible;no answer;no answer;no answer;no answer;1-2 times;Yes;Gi;Evening;Yes;'40+';Yes;No;Closed guard;Yes;Only at certain belt levels;one of the focuses;$ 0-50;Yes;1 hour -2 hours;Yes;'1-2';'7+';'1-2';No;$ 51-100;Bachelor's Degree;$ 51k-75K;46;45-50;Hispanic/Latino;Mexican American;Mexico;Yes;No;Yes
white belt;Male; 0-2 years;sparring;no answer;no answer;no answer;no answer;3-4 times;Yes;No-gi;Lunch;Yes;'21-25';No;Yes;Pressure Passing;Yes;Yes;one of the focuses;$ 51-100;Yes;0-1 hour;Yes;'1-2';'1-2';'1-2';No;$101-200;Bachelor's Degree;$ 0-25K;23;20-25;White/Caucasian;British;UK;Yes;No;Yes
blue belt;Male; 6-8 years;working towards the submission with as little effort as necessary; 2-4 years;no answer;no answer;no answer;5-6 times;No;Gi;Evening;Yes;'21-25';No;No;Open Guard;Yes;Only at certain belt levels;not a focus;$ 51-100;No;0-1 hour;Yes;'5-6';'1-2';'1-2';No;$ 51-100;Bachelor's Degree;$ 0-25K;29;25-30;White/Caucasian;you need to put a mixed/other in races/ethnicity. living in the netherlands;Netherlands;Yes;Yes;Yes
purple belt;Male; 2-4 years;peaceful mind; 0-2 years; 2-4 years;no answer;no answer;5-6 times;Yes;Gi;Evening;Yes;'26-30';No;No;Closed guard;Yes;Only at certain belt levels;not a focus;$ 0-50;No;0-1 hour;No;'3-4';'5-6';'3-4';Yes;$201-300;Master's Degree;$ 26K-50K;34;30-35;White/Caucasian;Polish;Poland;Yes;No;No
blue belt;Male; 0-2 years;rolling; 0-2 years;no answer;no answer;no answer;3-4 times;Yes;Gi;Evening;No;'11-15';No;No;Open Guard;Yes;Only at certain belt levels;one of the focuses;$101-200;Yes;1 hour -2 hours;Yes;'1-2';'1-2';'3-4';Yes;$ 51-100;High School/GED;$ 0-25K;18;15-20;White/Caucasian;USA;USA;Yes;Yes;No
white belt;Female; 0-2 years;the technicality of it;no answer;no answer;no answer;no answer;1-2 times;Yes;Gi;Morning;No;'16-20';No;No;Open Guard;Yes;Yes;one of the focuses;$ 51-100;No;1 hour -2 hours;Yes;'1-2';'1-2';'1-2';No;$201-300;Associate's Degree;$ 0-25K;20;20-25;White/Caucasian;American;USA;Yes;No;No
brown belt;Male; 8-10 years;everything well rounding myself as a human being it makes me a better person; 2-4 years; 0-2 years; 0-2 years;no answer;5-6 times;Yes;No-gi;Evening;Yes;'11-15';No;No;Pressure Passing;Yes;Yes;primary focus;$101-200;Yes;1 hour -2 hours;Yes;'3-4';'3-4';'3-4';Yes;$201-300;Associate's Degree;$ 0-25K;22;20-25;White/Caucasian;American ;USA;Yes;Yes;No
no rank;Male; 0-2 years;getting in a good workout;no answer;no answer;no answer;no answer;1-2 times;No;No-gi;Morning;No;'26-30';Yes;No;Pressure Passing;Yes;Only at certain belt levels;one of the focuses;$ 51-100;No;1 hour -2 hours;No;'1-2';'1-2';'1-2';Yes;$ 51-100;High School/GED;$ 26K-50K;29;25-30;White/Caucasian;Caucasian;no answer;No;No;Yes
blue belt;Male; 4-6 years;live sparring; 2-4 years;no answer;no answer;no answer;1-2 times;Yes;No-gi;Evening;Yes;'31-35';No;No;Open Guard;No;Only at certain belt levels;not a focus;$ 0-50;No;0-1 hour;Yes;'3-4';'3-4';'3-4';Yes;$101-200;Bachelor's Degree;$ 76K-100K;37;35-40;White/Caucasian;Australian;Australia;Yes;Yes;Yes
white belt;Male; 0-2 years;drilling and rolling;no answer;no answer;no answer;no answer;3-4 times;No;Gi;Evening;No;'31-35';No;No;Closed guard;Yes;Only at certain belt levels;not a focus;$ 51-100;No;0-1 hour;Yes;'3-4';'1-2';no answer;No;$ 51-100;Other;$ 26K-50K;33;30-35;Asian/Pacific Islander;Singaporean;Singapore;Yes;No;Yes
white belt;Female; 0-2 years;it s fun and i enjoy the challenge;no answer;no answer;no answer;no answer;5-6 times;No;Gi;Evening;No;'21-25';Yes;Yes;Open Guard;No;Only at certain belt levels;one of the focuses;$101-200;Yes;1 hour -2 hours;Yes;'3-4';'3-4';no answer;No;$101-200;Bachelor's Degree;$ 26K-50K;25;25-30;Black/African American;American (United States);USA;Yes;No;Yes
white belt;Female; 0-2 years;resistance an rolling after drilling;no answer;no answer;no answer;no answer;3-4 times;No;Gi;Lunch;No;'31-35';Yes;No;Pressure Passing;Yes;Only at certain belt levels;one of the focuses;$ 51-100;No;1 hour -2 hours;No;'1-2';'3-4';no answer;No;$201-300;High School/GED;$ 26K-50K;34;30-35;White/Caucasian;french;France;Yes;No;Yes
white belt;Male; 2-4 years;no answer;no answer;no answer;no answer;no answer;1-2 times;Yes;Gi;Evening;No;'31-35';No;No;Open Guard;No;Only at certain belt levels;one of the focuses;$201-300;Yes;2 hours - 3 hours;Yes;'3-4';'3-4';'1-2';No;$101-200;Bachelor's Degree;$100K+;34;30-35;White/Caucasian;American;USA;Yes;No;Yes
brown belt;Male; 4-6 years;the companionship; 0-2 years; 0-2 years; 0-2 years;no answer;7+ times;Yes;Gi;Morning;Yes;'21-25';Yes;Yes;Pressure Passing;Yes;Yes;one of the focuses;$101-200;Yes;1 hour -2 hours;No;'5-6';'7+';'7+';No;$201-300;Ph.D.;$ 51k-75K;25;25-30;no answer;Usa;USA;Yes;Yes;No
white belt;Male; 0-2 years;it s basically fight club the comraderee;no answer;no answer;no answer;no answer;1-2 times;No;Gi;Evening;No;'26-30';No;No;Pressure Passing;Yes;Only at certain belt levels;one of the focuses;$ 51-100;No;0-1 hour;Yes;'1-2';'1-2';'1-2';Yes;$ 51-100;Other;$ 51k-75K;32;30-35;White/Caucasian;Canadian ;Canada;Yes;Yes;Yes
white belt;Male; 0-2 years;rolling sparring and troubleshooting problems;no answer;no answer;no answer;no answer;3-4 times;Yes;Gi;Morning;Yes;'31-35';Yes;Yes;Pressure Passing;Yes;Yes;one of the focuses;$ 0-50;Yes;2 hours - 3 hours;Yes;'7+';'7+';'3-4';Yes;$501-600;Bachelor's Degree;$ 26K-50K;32;30-35;Asian/Pacific Islander;no answer;no answer;Yes;Yes;No
blue belt;Male; 2-4 years;how much fun rolling is; 2-4 years;no answer;no answer;no answer;3-4 times;Yes;Gi;Evening;No;'21-25';No;No;Open Guard;Yes;Yes;not a focus;$101-200;Yes;0-1 hour;Yes;'3-4';'7+';'3-4';Yes;$600+;High School/GED;$ 76K-100K;26;25-30;White/Caucasian;canadian;Canada;Yes;Yes;No
white belt;Male; 0-2 years;everything testing ideas moves against resisting opponents to learn what works the scientific method in physical form;no answer;no answer;no answer;no answer;3-4 times;No;Gi;Evening;Yes;'31-35';Yes;Yes;Open Guard;Yes;Only at certain belt levels;one of the focuses;$ 51-100;No;1 hour -2 hours;Yes;'3-4';'3-4';no answer;No;$201-300;Associate's Degree;$ 26K-50K;33;30-35;White/Caucasian;USA;USA;Yes;No;Yes
brown belt;Male; 4-6 years;comradarie and the moments when something clicks; 2-4 years; 0-2 years; 0-2 years;no answer;3-4 times;Yes;No-gi;Evening;Yes;'21-25';No;Yes;Open Guard;No;Only at certain belt levels;one of the focuses;$ 0-50;Yes;1 hour -2 hours;Yes;'5-6';'3-4';'3-4';Yes;$401-500;Bachelor's Degree;$100K+;28;25-30;White/Caucasian;Australia;Australia;Yes;Yes;Yes
blue belt;Male;12+ years;continually growing and learning the zen concentration of it the strategy of it and trying to outwit my opponent as he tries to outwit me getting my exercise while doing something really fun exercising that primal demon that want s to go to battle;12+ years;no answer;no answer;no answer;5-6 times;Yes;Gi;Lunch;Yes;'16-20';No;No;Pressure Passing;Yes;Yes;not a focus;$101-200;Yes;3+ hours;Yes;'7+';'3-4';'3-4';Yes;$600+;High School/GED;$ 26K-50K;33;30-35;White/Caucasian;USA;USA;Yes;Yes;Yes
purple belt;Male; 4-6 years;learning and applying new techniques; 2-4 years; 0-2 years;no answer;no answer;3-4 times;Yes;No-gi;Evening;Yes;'21-25';Yes;No;Leg locking;Yes;Only at certain belt levels;not a focus;$101-200;Yes;1 hour -2 hours;Yes;'3-4';'5-6';'5-6';No;$201-300;Bachelor's Degree;$ 51k-75K;29;25-30;White/Caucasian;australian;Australia;Yes;Yes;No
blue belt;Male;12+ years;no answer;12+ years;no answer;no answer;no answer;3-4 times;No;Gi;Evening;No;'16-20';Yes;Yes;Open Guard;Yes;Only at certain belt levels;not a focus;$ 0-50;Yes;0-1 hour;Yes;'3-4';'3-4';'1-2';No;$301-400;High School/GED;$ 26K-50K;37;35-40;White/Caucasian;Swedish;Sweden;Yes;Yes;Yes
brown belt;Male;10-12 years;sparring hanging out with friends; 8-10 years; 8-10 years; 8-10 years;no answer;3-4 times;No;No-gi;Morning;Yes;'21-25';Yes;Yes;Leg locking;Yes;Yes;not a focus;$ 0-50;No;0-1 hour;Yes;no answer;'7+';'5-6';Yes;$ 51-100;Master's Degree;$ 0-25K;35;35-40;White/Caucasian;Austria;Austria;Yes;Yes;Yes
blue belt;Male; 2-4 years;rolling; 0-2 years;no answer;no answer;no answer;3-4 times;Yes;Gi;Evening;Yes;'16-20';No;No;Open Guard;Yes;Yes;not a focus;$201-300;Yes;0-1 hour;Yes;'3-4';'5-6';'3-4';Yes;$ 51-100;Master's Degree;$ 26K-50K;27;25-30;White/Caucasian;France;France;Yes;Yes;No
white belt;Male; 0-2 years;when class is over i feel hyped and want to learn and try more;no answer;no answer;no answer;no answer;3-4 times;Yes;Gi;Evening;No;'31-35';Yes;Yes;Open Guard;Yes;Only at certain belt levels;one of the focuses;$ 0-50;No;0-1 hour;Yes;'1-2';'5-6';'1-2';Yes;$201-300;Bachelor's Degree;$ 0-25K;34;30-35;White/Caucasian;Croatian;Croatia;No;No;No
white belt;Male; 0-2 years;rolling;no answer;no answer;no answer;no answer;3-4 times;Yes;Gi;Evening;Yes;'21-25';Yes;No;Closed guard;Yes;No;not a focus;$ 51-100;No;2 hours - 3 hours;Yes;'3-4';'5-6';'1-2';No;$201-300;High School/GED;$ 0-25K;23;20-25;White/Caucasian;English;UK;Yes;Yes;No
no rank;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer
blue belt;Male;10-12 years;the thrill of getting something right; 2-4 years; 0-2 years;no answer;no answer;no answer;no answer;Gi;Morning;Yes;'16-20';No;No;Pressure Passing;No;No;not a focus;$ 0-50;Yes;None at all;No;'5-6';'3-4';'3-4';Yes;$ 51-100;Other;$ 0-25K;31;30-35;no answer;In my heart. Metaphorically speaking. Also implied on my birth certificate and listed on my passports.;no answer;Yes;Yes;No
white belt;Female; 0-2 years;it s lots of fun good exercise good for anger management and also a sport that my very young sons can greatly benefit from enjoying with me in many ways;no answer;no answer;no answer;no answer;1-2 times;Yes;No-gi;Evening;Yes;'31-35';No;No;Closed guard;No;Yes;one of the focuses;$101-200;Yes;1 hour -2 hours;No;'1-2';'3-4';'3-4';Yes;$101-200;High School/GED;$ 0-25K;42;40-45;White/Caucasian;Australian with an Australian father& Egyptian mother;Australia;Yes;Yes;Yes
white belt;Female; 0-2 years;sparring;no answer;no answer;no answer;no answer;3-4 times;No;Gi;Morning;Yes;'40+';No;No;Open Guard;Yes;Yes;one of the focuses;$ 51-100;No;0-1 hour;Yes;'3-4';'1-2';no answer;Yes;$101-200;Bachelor's Degree;$100K+;41;40-45;White/Caucasian;Canada;Canada;Yes;No;no answer
purple belt;Male; 4-6 years;seeing friends and learning; 0-2 years; 0-2 years;no answer;no answer;5-6 times;Yes;No-gi;Evening;Yes;'26-30';Yes;Yes;Leg locking;Yes;Yes;one of the focuses;$ 0-50;Yes;1 hour -2 hours;Yes;'1-2';'7+';'1-2';Yes;$101-200;High School/GED;$ 0-25K;30;30-35;White/Caucasian;south african;South Africa;Yes;Yes;No
white belt;Male; 0-2 years;preparing for competition;no answer;no answer;no answer;no answer;5-6 times;No;Gi;Evening;No;'26-30';Yes;Yes;Pressure Passing;Yes;Only at certain belt levels;not a focus;$ 51-100;No;0-1 hour;Yes;'5-6';'7+';'3-4';No;$600+;Bachelor's Degree;$ 26K-50K;27;25-30;White/Caucasian;American;USA;Yes;Yes;Yes
blue belt;Male; 0-2 years;that you can both flow roll and go percent in sparring and you dont even get hurt amazing another thing is that you can roll anywhere anytime; 0-2 years;no answer;no answer;no answer;1-2 times;Yes;Gi;Evening;Yes;'26-30';Yes;Yes;Open Guard;Yes;Yes;one of the focuses;$ 0-50;Yes;1 hour -2 hours;Yes;'1-2';'1-2';'1-2';Yes;$ 51-100;High School/GED;$ 0-25K;27;25-30;White/Caucasian;Swedish;Sweden;Yes;No;Yes
white belt;Male; 8-10 years;improving myself finding calmness happiness helping people;no answer;no answer;no answer;no answer;5-6 times;Yes;Gi;Evening;No;'16-20';No;No;Pressure Passing;Yes;Yes;one of the focuses;$101-200;Yes;0-1 hour;Yes;'3-4';'3-4';'3-4';No;$101-200;High School/GED;$ 0-25K;31;30-35;White/Caucasian;Australian;Australia;Yes;No;No
white belt;Male; 0-2 years;rolling;no answer;no answer;no answer;no answer;1-2 times;Yes;Gi;Morning;Yes;'31-35';Yes;No;Open Guard;Yes;Only at certain belt levels;not a focus;$101-200;No;2 hours - 3 hours;Yes;'1-2';'1-2';'1-2';No;$ 51-100;Master's Degree;$ 51k-75K;36;35-40;White/Caucasian;USA;USA;Yes;No;Yes
purple belt;Male; 6-8 years;two or three hours where all i have to think about is what is happening in that moment so stress relief; 0-2 years; 2-4 years;no answer;no answer;3-4 times;Yes;Gi;Evening;Yes;'26-30';No;No;Pressure Passing;Yes;Only at certain belt levels;one of the focuses;$101-200;No;2 hours - 3 hours;Yes;'3-4';'3-4';'3-4';Yes;$301-400;Bachelor's Degree;$100K+;36;35-40;White/Caucasian;American;USA;Yes;Yes;No
blue belt;Female; 0-2 years;the community; 0-2 years;no answer;no answer;no answer;5-6 times;Yes;Gi;Evening;Yes;'26-30';Yes;No;Pressure Passing;Yes;Yes;one of the focuses;$101-200;Yes;1 hour -2 hours;No;'1-2';'1-2';'1-2';No;$201-300;Bachelor's Degree;$ 26K-50K;30;30-35;White/Caucasian;US;USA;No;Yes;no answer
no rank;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer
blue belt;Male; 4-6 years;sparring seminars; 2-4 years;no answer;no answer;no answer;3-4 times;Yes;No-gi;Evening;Yes;'36-40';No;No;Pressure Passing;Yes;Yes;not a focus;$ 0-50;No;0-1 hour;Yes;'1-2';'1-2';'1-2';Yes;$ 51-100;Master's Degree;no answer;43;40-45;White/Caucasian;no answer;no answer;Yes;Yes;Yes
purple belt;Male; 6-8 years;no answer; 2-4 years; 2-4 years;no answer;no answer;5-6 times;Yes;No-gi;Evening;Yes;'31-35';No;No;Open Guard;No;Yes;not a focus;$101-200;No;0-1 hour;Yes;'7+';'5-6';'5-6';Yes;$201-300;Bachelor's Degree;$100K+;42;40-45;White/Caucasian;American;USA;no answer;Yes;no answer
no rank;Male;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;High School/GED;$ 0-25K;24;20-25;White/Caucasian;Danish;Denmark;no answer;no answer;no answer
blue belt;Male; 2-4 years;no answer; 0-2 years;no answer;no answer;no answer;3-4 times;Yes;Gi;Evening;Yes;'16-20';Yes;Yes;Closed guard;Yes;Yes;not a focus;$ 0-50;Yes;1 hour -2 hours;Yes;'7+';'7+';'1-2';Yes;$101-200;Bachelor's Degree;$ 0-25K;19;15-20;White/Caucasian;no answer;no answer;Yes;Yes;Yes
purple belt;Male; 4-6 years;applying new techniques in sparring or old techniques in new ways from new positions; 0-2 years; 2-4 years;no answer;no answer;3-4 times;No;Gi;Evening;No;'31-35';No;No;Pressure Passing;No;No;one of the focuses;$ 51-100;No;0-1 hour;No;'1-2';'1-2';no answer;No;$ 0-50;Master's Degree;$100K+;48;45-50;White/Caucasian;USA;USA;No;No;Yes
purple belt;Male; 4-6 years;drilling and flow rolling; 2-4 years; 2-4 years;no answer;no answer;3-4 times;no answer;Gi;Evening;Yes;'31-35';Yes;No;Open Guard;Yes;Only at certain belt levels;one of the focuses;$ 0-50;No;1 hour -2 hours;Yes;'3-4';'5-6';'3-4';No;$201-300;Ph.D.;$ 0-25K;38;35-40;White/Caucasian;italian;Italy;Yes;Yes;Yes
no rank;Male;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;Bachelor's Degree;$ 0-25K;23;20-25;Hispanic/Latino;Ecuador;Ecuador;no answer;no answer;no answer
no rank;Male;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;High School/GED;$ 0-25K;32;30-35;White/Caucasian;Northern irish;Ireland;no answer;no answer;no answer
no rank;Female;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;Bachelor's Degree;$ 76K-100K;24;20-25;White/Caucasian;New Zealand;New Zealand;no answer;no answer;no answer
no rank;Male;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;Associate's Degree;$ 26K-50K;27;25-30;Asian/Pacific Islander;American;USA;no answer;no answer;no answer
no rank;Male;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;Bachelor's Degree;$ 26K-50K;27;25-30;White/Caucasian;English;UK;no answer;no answer;no answer
no rank;Male;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;Bachelor's Degree;$ 0-25K;22;20-25;Asian/Pacific Islander;USA!USA!USA!;USA;no answer;no answer;no answer
black belt;Male;12+ years;learning techniques and trying to apply them; 8-10 years; 2-4 years; 2-4 years; 2-4 years;1-2 times;Yes;Gi;Morning;No;'16-20';no answer;no answer;Closed guard;no answer;Only at certain belt levels;one of the focuses;no answer;No;no answer;no answer;no answer;no answer;no answer;no answer;no answer;Ph.D.;$ 26K-50K;41;40-45;White/Caucasian;Brazil;Brazil;Yes;Yes;No
no rank;Male;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;High School/GED;$ 26K-50K;26;25-30;White/Caucasian;Cuban, Spanish, German;Cuba;no answer;no answer;no answer
no rank;Male;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;Bachelor's Degree;$ 0-25K;25;25-30;Hispanic/Latino;Ecuadorian;Ecuador;no answer;no answer;no answer
no rank;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer
